constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, -5, -5, -5], [3.0, 5, 5, 5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0]
Optimizer(): evals/step: 100
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  3  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  0.000000  0.000000  0.000000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p00w03       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    72       45.61      1.41046  -0.91034   2.74675  -1.29575        88.92     71.72     65.22     15.23     -1.67     21.62     38.74     58.59     87.05     10.67 
    73       46.68      1.70447  -1.08998   2.31831  -1.45902        82.80     74.17     63.04     21.01      1.78     21.01     40.67     59.29     90.23     12.83 
    74       44.13      1.73810  -1.01246   2.85810  -1.77141        84.92     75.00     58.30     16.53      2.11     15.44     33.33     57.49     87.38     10.83 
    75       44.79      1.85876  -0.73454   2.83909  -1.38230        82.12     60.84     51.48     10.08     -9.28     50.07     42.25     60.66     91.68      7.96 
    76       48.80      1.79472  -1.56299   2.83469  -1.43980        84.60     70.56     57.12     17.39     11.56     46.26     42.96     60.07     87.03     10.46 
    77       44.75      1.79809  -1.50813   3.29732  -1.18294        82.06     63.73     44.66      4.27     -7.78     57.56     44.50     58.80     89.59     10.10 
    78       45.81      1.71774  -1.92838   2.79274  -1.69471        89.28     76.33     64.32     20.00     -1.67     17.26     27.83     59.66     88.05     16.99 
    79       47.81      1.85823  -2.11579   2.88665  -1.44663        83.72     75.52     57.92     17.76      3.67     39.90     36.68     59.21     88.37     15.35 
    80       45.53      1.78952  -1.01228   3.31390  -0.94343        80.20     57.41     44.42      6.11     -1.94     61.78     49.14     60.06     91.32      6.80 
    81       33.20      1.66720  -1.88207   2.31965  -1.84428        90.24     84.67     64.72     23.57      3.22      6.95      7.13     54.07    -20.34     17.80 
    82       46.45      1.81612  -1.33356   2.98059  -1.16477        84.90     59.84     49.36      7.01      4.33     57.64     43.80     59.75     87.89      9.97 
    83       42.79      1.76362  -1.66694   2.87406  -1.57134        78.82     70.76     57.18     14.61    -12.83     23.27     37.09     60.24     87.31     11.49 
    84       47.08      1.84572  -1.41146   2.59258  -1.13639        85.00     65.97     47.28      6.03      1.22     57.69     45.01     61.48     89.48     11.67 
    85       44.86      1.74596  -1.34149   2.62636  -1.32829        86.88     68.51     52.78      8.69     -5.06     38.70     41.13     60.68     87.64      8.69 
    86       44.60      1.81256  -1.44256   2.99780  -1.54595        83.50     70.25     59.52     15.15     -4.22     27.19     36.83     60.42     87.11     10.27 
    87       45.76      1.87414  -1.64957   2.77530  -1.42651        83.84     71.80     54.30     13.39     -2.61     42.28     37.50     58.03     87.30     11.77 
    88       44.71      1.88482  -1.31216   2.91414  -1.23863        83.64     61.69     46.68      7.84     -5.67     55.53     42.54     59.55     86.80      8.49 
    89       47.12      1.71935  -1.80752   2.63738  -1.27499        85.78     72.64     56.14     13.47      3.67     40.19     39.15     59.87     85.43     14.91 
    90       46.28      1.87892  -1.88174   2.91975  -1.22806        84.84     68.25     50.02      3.36      0.89     54.85     37.06     60.54     89.65     13.36 
    91       46.77      1.73068  -1.40350   2.62129  -1.49996        85.20     70.52     60.76     20.35      2.89     26.29     38.82     59.93     89.96     13.00 
    92       45.48      1.78608  -1.51370   2.84899  -1.43087        84.44     67.71     49.76     14.37     -4.39     42.13     39.90     60.78     88.63     11.46 
    93       45.71      1.79490  -1.54816   2.81908  -1.46922        83.18     75.83     55.30      4.45     -0.33     35.87     42.10     58.91     91.22     10.59 
    94       46.30      1.80666  -1.52837   2.85115  -1.42403        86.38     69.93     54.74     14.67     -1.33     37.29     38.04     61.26     87.64     14.35 
    95       46.67      1.79018  -1.58995   2.80163  -1.46822        84.54     75.36     55.76      5.49      6.72     39.04     36.10     59.32     89.66     14.70 
    96       44.53      1.80038  -1.53262   2.87987  -1.46237        81.92     71.85     57.46      3.31     -5.72     40.32     39.09     59.77     86.71     10.62 
    97       46.98      1.79186  -1.51578   2.81032  -1.44035        83.58     74.33     60.82      9.25      5.06     35.67     39.71     60.97     89.85     10.54 
    98       45.67      1.80507  -1.51027   2.84131  -1.42010        83.02     73.93     53.90      8.72     -0.44     35.39     38.90     61.26     90.41     11.64 
    99       45.96      1.80115  -1.51703   2.78367  -1.39409        83.60     67.36     55.48     12.51      0.39     43.19     36.52     60.69     87.39     12.42 
   100       46.02      1.79154  -1.47300   2.85871  -1.39966        82.90     68.13     54.08      7.12      6.39     41.36     38.90     60.46     89.06     11.77 
   101       45.06      1.78592  -1.56048   2.78395  -1.44443        87.50     69.36     51.82     10.64     -3.44     39.68     37.25     60.41     86.07     11.33 
   102       45.52      1.79186  -1.51578   2.81032  -1.44035        81.60     66.71     51.80     13.33     -1.78     39.42     40.68     61.78     88.73     12.91 
   103       35.01      2.14575  -3.72920   4.34766  -2.07054        81.10     81.05     50.24     14.03     -2.17     36.80     -3.52     60.21     20.00     12.34 
   104       42.91      1.09674  -0.38134   4.80190  -1.86267        89.10     69.96     60.30     16.21     -3.72      5.27     37.46     58.29     92.05      4.18 
   105       41.92      1.35176  -0.51245   3.28061  -2.61348        86.60     80.53     66.28     23.97     -2.06     -7.40     25.57     45.52     89.55     10.67 
   106       45.83      0.79403   0.70871   1.77294  -1.18221        93.08     74.76     76.46     23.60      0.83     -0.40     38.97     50.22     90.47     10.34 
   107       28.97      0.25250  -1.24926   2.07633  -0.74171        75.62     85.92     72.78     42.32     -5.28     -3.11     -3.77     33.13    -36.46     28.55 
   108       43.81      1.44187   0.92192   0.00088  -0.01843        83.74     48.68     48.72     10.27     -9.72     67.90     42.12     57.95     77.26     11.20 
   109       37.40      1.23716  -0.70157   2.03870   1.38616        61.20     37.93     27.98      1.01     -2.56     72.20     40.96     60.27     67.74      7.28 
   110       29.41      1.87409   3.04909   1.28009   1.74873        54.70     23.08     21.86      4.05      5.67     63.57     25.25     57.33     33.85      4.74 
   111       41.98      1.07661  -0.85345   2.37508  -1.70269        87.16     83.21     65.80     25.87     -5.22     -0.28     13.75     47.65     87.00     14.83 
   112       35.95      1.03763   1.62140  -0.95571   2.08351        65.60     32.11     30.20      4.29      3.89     72.14     36.09     57.83     47.72      9.59 
   113       44.22      0.95473  -0.70969  -1.45729   1.39133        72.96     42.87     41.56      7.25    -26.50     71.98     65.21     57.61     81.80     27.47 
   114       34.38      0.96211   0.54422  -2.26937   3.09774        56.62     25.67     23.98     12.99    -15.72     73.45     43.13     59.23     54.11     10.32 
   115       43.00      1.23209  -0.20194  -3.30101   0.99946        79.58     53.64     56.86     12.45    -57.39     66.37     62.06     54.31     85.72     16.38 
   116        9.64      0.68349   0.82267  -3.04166  -1.10597        41.74     93.47      7.48    -13.09    -60.33      0.35    -14.66     10.06     15.53     15.89 
   117       35.12      0.96968   1.84162  -2.77346   2.08873        70.26     32.91     31.96      3.01    -33.11     74.98     40.90     58.45     54.31     17.53 
   118       48.46      0.93953   0.90835  -1.41993   0.36864        85.34     53.32     61.94     12.00    -21.72     53.95     51.32     57.08     93.29     38.07 
   119       37.39      0.83200   1.69415  -2.75155   1.62718        74.92     40.44     46.70     10.93    -41.78     62.14     40.92     53.50     61.95     24.15 
   120       32.95      1.04797   0.38680  -1.28951  -1.30520        77.52     83.43     74.68     43.33    -56.33     -1.89      8.96     18.51     86.18     -4.89 
   121       26.45      0.53719  -0.83978  -2.46270   2.08889        70.10     46.96     40.38      0.32    -46.72     54.18     14.65     38.87     31.48     14.31 
   122       41.83      1.06422   2.52035  -0.68141  -0.07710        87.06     48.55     68.48      8.35    -10.72     50.95     38.31     59.47     58.57      9.32 
   123       35.53      1.41939   2.46543   0.13975   0.48570        74.50     31.00     40.30      7.49     -7.61     69.82     29.76     59.56     45.56      4.88 
   124       39.76      1.07861   1.29991   0.15422   0.86398        78.26     39.41     36.48      2.19     -3.78     75.67     42.12     59.53     58.15      9.52 
   125       45.28      0.68133   0.52220  -0.27720  -0.81098        60.94     84.95     76.06     33.28     21.17     -1.17     33.24     26.85     89.77     27.70 
   126       49.96      1.23266  -0.51731   0.80934   0.01552        84.74     56.15     52.28      8.56      8.78     67.89     54.38     59.08     92.12     15.67 
   127       32.72      1.22677  -1.71702   1.96911  -1.50572        89.50     83.85     68.60     33.89      3.00     -0.85    -18.56     52.32     -7.97     23.42 
   128       45.10      0.68710   0.08580   0.23416   1.14062        74.34     42.99     42.96     12.19     -5.44     71.71     54.62     59.71     84.34     13.58 
   129       42.89      0.41868   1.82272   0.76055   0.40934        87.14     47.08     58.80      7.49      4.06     46.66     44.52     61.03     63.20      8.91 
   130       46.64      0.87726  -0.11487   0.80774   0.50186        80.68     49.81     43.98     11.73     -5.94     68.57     55.90     60.41     89.80     11.46 
   131       43.65      0.97937  -0.53194   1.50031   1.15440        72.90     41.68     34.28     11.49      3.33     70.39     52.05     60.10     81.01      9.25 
   132       48.64      1.23175  -0.61395   0.11502   0.70006        76.20     45.24     43.62     13.89      8.78     74.46     54.25     60.41     87.84     21.73 
   133       30.18      1.18107  -1.38749  -0.61750  -0.96337        96.84     86.81     78.82     42.64      3.22     -3.59    -16.50     30.08    -30.76     14.25 
   134       36.59      1.47023  -0.38656   0.64100   1.53861        55.94     29.93     31.46      8.27     -1.44     66.55     39.70     60.00     65.66      9.88 
   135       40.16      1.14433   0.65404   1.55056   0.67631        76.48     41.81     39.12      9.76      1.61     68.61     38.07     57.10     62.33      6.69 
   136       48.79      0.93791  -0.78738   1.30321  -0.50113        91.60     75.89     65.82     13.84      0.61     28.95     43.04     60.00     89.15     19.01 
   137       50.79      1.23781  -1.25278   1.76909  -0.47438        87.18     70.17     54.54     14.40      2.61     57.23     52.24     59.77     90.33     19.44 
   138       40.97      1.00154  -2.41062   1.50203   1.13183        74.94     48.80     33.50      2.05      0.78     77.62     62.28     59.79     21.05     28.86 
   139       49.54      1.01254  -1.55590   3.38666  -0.28610        85.28     65.89     51.60     15.76      0.33     68.05     51.66     61.17     85.39     10.28 
   140       42.12      0.52722  -1.12192   4.20260   1.03311        69.32     40.61     29.14      4.27      3.17     70.48     56.02     59.84     81.67      6.71 
   141       42.19      0.78866  -1.78306   4.30097  -0.98677        90.68     85.04     62.12      5.89     -2.00     16.43      8.35     59.28     86.91      9.21 
   142       47.31      1.04356  -1.93743   2.66097  -0.19759        84.92     69.81     46.02      6.45     -4.06     64.85     44.15     61.09     85.86     14.03 
   143       30.71      0.66296  -2.96626   4.02583  -1.24063        85.06     90.91     68.38     22.24      4.33      2.51     -0.75     55.28    -43.62     22.80 
   144       47.17      1.25957  -1.38737   3.85573  -0.89752        86.44     69.60     47.28     12.11      0.56     53.15     43.95     61.16     87.88      9.56 
   145       45.90      0.96128  -0.82153   3.63827  -0.77624        86.60     70.25     49.30      5.92      1.94     44.65     46.60     59.00     88.14      6.60 
   146       45.08      1.62898  -2.56495   3.96175  -1.06072        82.50     69.43     43.64      7.76     -1.78     53.56     38.63     60.85     87.75      8.48 
   147       30.44      1.45272  -3.16547   3.19612  -1.84195        89.46     89.37     67.30     19.04      6.78      1.61    -14.21     56.10    -35.95     24.94 
   148       47.31      1.37635  -2.71400   4.31929  -0.34156        81.12     61.56     38.12      8.64      5.56     69.97     51.13     60.49     88.40      8.13 
   149       45.70      1.00985  -1.66562   3.82157  -0.03802        78.70     56.85     36.46      6.91     -4.11     67.94     57.68     61.09     88.83      6.69 
   150       41.32      1.42530  -1.98740   4.98199   0.28944        67.14     42.53     27.86      8.67     -4.56     66.90     45.55     60.45     92.49      6.21 
   151       36.37      1.57165  -1.67366   3.91376   0.81210        61.82     31.99     24.88     -0.69     -3.61     61.93     42.82     58.03     77.40      9.15 
   152       31.46      1.64345  -3.78842   4.56580  -0.08172        65.98     56.28     29.42      6.21      0.33     67.76     45.75     59.33    -28.83     12.36 
   153       30.10      1.68600  -3.83404   4.10042   0.39270        65.10     47.43     30.84      5.79      4.06     66.91     59.83     59.34    -49.07     10.80 
   154       44.22      1.58142  -2.81760   4.95928  -0.41281        70.78     58.45     33.58      4.51     -0.06     67.25     49.98     61.38     88.46      7.88 
   155       33.41      1.21824  -2.60212   3.42694  -0.32020        83.04     67.12     42.72     15.36      1.33     68.89     40.64     61.90    -59.57     12.66 
   156       44.36      1.30369  -2.47297   4.64966   0.22070        70.64     44.77     30.82      2.51     12.22     68.95     56.29     60.40     89.48      7.52 
   157       39.85      1.70981  -2.45773   4.39022   0.63286        60.92     38.64     24.04      8.88     -2.22     62.78     48.17     57.94     92.42      6.94 
   158       44.33      1.21394  -3.01958   4.76303   0.09226        71.12     56.16     33.34      6.69      0.50     67.70     53.16     60.30     86.87      7.48 
   159       40.49      1.57934  -3.18449   4.12871  -0.44586        78.64     64.13     36.94     19.36      7.67     67.00     43.11     60.14     15.74     12.20 
   160       44.42      1.42082  -2.90602   4.73913  -0.22283        71.56     59.28     34.32     -1.41      4.50     65.65     53.65     59.86     89.41      7.35 
   161       46.78      1.40962  -2.61033   3.76177  -0.63580        83.14     73.60     43.58      5.73     -4.56     63.70     42.13     62.96     85.38     12.13 
   162       46.90      1.70364  -2.34924   4.00792  -1.65529        89.48     72.49     55.14     13.25     10.11     38.04     30.56     60.71     86.78     12.39 
   163       46.56      1.84005  -2.30492   4.15968  -1.16234        78.96     69.35     44.46     23.09     -5.00     61.37     40.70     60.31     86.01      6.30 
   164       43.18      1.87956  -1.67889   4.84698  -1.87385        78.80     66.83     46.62     -2.11      3.50     43.17     36.86     61.66     90.06      6.40 
   165       43.50      1.69665  -2.21775   3.96063  -1.67471        83.78     74.76     54.36     12.19     -3.06     31.94     27.81     60.33     84.35      8.49 
   166       46.60      1.74940  -2.33058   3.54221  -0.94796        86.24     68.20     44.94      8.13    -11.33     62.24     45.75     61.88     88.19     11.79 
   167       44.97      1.72326  -2.73816   3.62919  -0.54901        79.80     63.52     33.78      9.04     -5.78     62.71     45.21     61.72     89.39     10.31 
   168       31.37      1.47504  -3.57589   4.15393   0.24457        67.36     56.77     32.96      2.45     -3.61     66.25     55.35     60.48    -35.97     11.64 
   169       44.26      1.73976  -1.96852   2.76357  -0.15893        73.12     51.68     32.98      8.11     -1.06     63.63     52.29     61.03     88.58     12.22 
   170       29.61      1.71579  -3.37682   3.52254   0.09913        70.10     52.79     32.10      8.59    -14.11     64.79     56.00     59.09    -44.34     11.09 
   171       38.08      1.87727  -3.17018   3.30785  -0.65242        79.24     67.59     39.62     13.73      5.33     62.60     41.66     60.27     -6.08     16.79 
   172       45.10      1.64433  -2.39119   4.27600  -0.78176        75.54     68.11     43.64     -3.92     -0.72     66.44     45.13     61.13     88.24      7.38 
   173       45.70      1.77148  -2.49014   3.92012  -0.83768        79.28     62.71     41.56     -0.51      2.50     64.85     45.14     61.11     88.28     12.04 
   174       45.30      1.88592  -2.05302   3.90055  -1.33819        83.84     66.35     44.82      7.15     -5.61     56.37     40.55     63.05     89.79      6.66 
   175       45.38      1.71524  -2.52475   4.41113  -1.42151        78.06     71.07     50.62      5.55      4.11     47.83     33.59     63.01     90.10      9.91 
   176       45.76      1.79723  -2.22786   4.87455  -1.55790        78.26     71.53     47.90      9.68      6.11     53.33     36.25     58.72     87.52      8.27 
   177       45.41      1.63406  -1.80294   4.80344  -2.08290        89.48     76.83     59.74     14.05     12.67     15.06     31.89     58.76     88.72      6.93 
   178       42.37      1.56435  -2.20869   4.59705  -2.32142        85.42     77.71     61.40     20.37      6.50      0.83     13.90     58.01     87.06     12.46 
   179       42.91      1.61856  -2.08429   4.88953  -2.07769        83.36     73.92     54.30     14.40      8.89      6.87     30.56     59.99     88.88      7.92 
   180       40.37      1.56530  -2.44125   4.98383  -2.12037        81.50     84.92     49.80     10.37     -6.11     14.54     12.18     58.40     88.04     10.08 
   181       41.47      1.78312  -2.54771   4.47265  -2.12505        80.86     77.57     53.40     12.85     -3.44     19.47     18.58     58.79     86.91      9.75 
   182       43.67      1.62893  -1.54579   4.49342  -2.14030        84.30     77.99     58.34     16.19     -1.94     11.83     30.45     60.05     90.45      9.07 
   183       40.45      1.68453  -1.55687   4.30578  -2.29868        84.90     76.49     59.02      7.57    -11.00      1.93     30.14     58.74     89.60      7.11 
   184       43.38      1.56919  -1.75560   4.52796  -2.26624        85.94     74.72     61.72     23.52      2.28      2.14     25.60     60.20     88.87      8.80 
   185       42.63      1.65260  -1.60355   4.49762  -2.39095        85.42     78.21     57.88     19.71      2.11     -4.17     32.43     57.78     87.06      9.91 
   186       42.94      1.61589  -1.78178   4.79935  -2.41526        85.70     73.11     57.50     17.25      9.94      2.53     27.62     59.03     87.63      9.10 
     1       51.42      0.77000   0.00000   0.00000   0.00000        87.48     69.07     69.00     14.03     -0.50     42.31     55.26     56.81     89.78     30.93 
     2       44.08      0.68618  -0.63303  -0.84788   1.57460        73.02     40.83     43.70      3.07    -15.89     72.29     64.60     57.75     85.13     16.30 
     3       12.60      0.90919  -0.40040  -2.10206  -0.78885        64.02     91.09     44.18     -1.41    -51.17      1.10    -13.87     14.17    -37.61     15.45 
     4       41.26      0.67202   0.17814   0.96531  -1.43457        82.98     84.01     78.66     26.11      0.17     -2.16      7.48     24.31     89.22     21.86 
     5       41.05      0.86111   2.35431   3.35203  -3.51273        89.22     78.80     77.72     31.28      2.22     -4.25     26.93     16.53     87.33      4.76 
     6       39.83      1.16211   2.16008   3.55810  -2.77063        91.86     71.08     67.88     15.41     -7.67     -3.77     29.04     49.66     78.51      6.31 
     7       42.07      1.39465   1.55231   1.52329  -1.75531        87.54     65.08     70.38     14.00      2.78     -4.46     38.49     55.84     82.92      8.17 
     8       43.66      1.34629  -0.80938   2.89527  -1.58042        89.66     69.73     61.62     16.67     -3.11      8.82     33.53     59.48     89.76     10.41 
     9       35.37      1.16925   0.69971   3.95904   0.45864        67.08     32.56     28.00      4.16      1.17     71.74     33.25     60.11     53.47      2.15 
    10       41.06      1.05539  -1.29383   4.27777  -1.90336        87.20     80.79     62.30     16.53     -1.61     -2.45     13.71     58.47     86.98      8.64 
    11       44.91      0.37557   0.91050   3.52799  -0.37067        89.12     64.95     56.28      5.92     -1.78     37.05     52.52     61.62     76.06      7.34 
    12       43.13      1.01374   0.65296   3.34310  -1.62391        86.92     69.29     70.74      9.87     -0.72     -1.31     39.04     59.74     92.72      5.00 
    13       46.32      1.21410  -0.08062   2.81761  -0.41989        86.20     59.72     47.44      4.00      2.56     63.01     44.48     60.55     86.28      8.96 
    14       37.15      1.38003   1.75907   2.45863  -0.09650        80.42     39.08     38.14      1.52     -5.89     69.08     32.01     60.57     51.78      4.77 
    15       38.13      1.59771   2.51760   1.58667  -1.48788        93.50     54.93     59.28      5.09     -8.00     18.96     33.10     58.36     60.10      5.95 
    16       40.70      1.77671   1.63486   2.06188  -2.69549        88.82     67.00     69.72     16.83     -6.72     -4.34     32.03     51.95     82.86      8.89 
    17       40.79      2.11831   2.47611   0.63227  -3.85337        91.22     72.95     72.14     31.01      5.83     -8.34     23.48     26.09     86.24      7.28 
    18       41.44      1.59112   3.37837  -0.64620  -3.78532        86.06     75.12     67.38     35.92     19.44     -6.90     26.23     14.23     84.48     12.49 
    19       37.17      2.24407   3.90063   0.71238  -4.21176        87.40     68.08     72.04     18.56      9.39     -4.61     19.58     23.67     70.33      7.28 
    20       36.19      2.53724   3.67071   2.40712  -4.89515        87.30     64.71     61.78     16.93      4.44     -8.79     19.13     41.05     68.28      7.09 
    21       35.38      2.34531   4.30147   0.96576  -2.76209        89.32     53.92     68.22      7.07     -2.78     -4.01     28.67     59.86     49.54      4.01 
    22       40.02      2.72243   2.39412   0.33293  -3.39896        85.60     64.79     65.42     24.16      1.11     -6.83     29.92     54.47     74.12      7.48 
    23       36.86      2.58547   2.22364   1.48466  -1.83392        82.12     44.71     47.50      3.09     -8.39     41.22     31.96     61.05     56.15      9.20 
    24       33.57      2.80969   0.65310   2.90792  -0.61615        64.24     39.03     28.46      1.81     -4.17     59.13     30.54     61.11     51.46      4.10 
    25       43.14      2.29581   0.12337   2.38771  -1.90511        76.98     61.61     56.14      3.60      5.17     35.56     36.40     60.03     88.49      7.38 
    26       40.58      1.94040  -0.53236   3.58392  -0.64945        77.10     42.99     36.78      5.33     -0.28     59.44     39.20     61.17     77.89      6.14 
    27       38.67      1.72255  -0.28324   4.93547  -0.73250        74.42     38.51     35.44     -3.95      7.22     64.02     35.68     60.01     69.24      6.09 
    28       39.02      2.10463   1.01993   4.34269  -1.40515        77.66     47.21     39.78      5.65      5.44     56.16     34.41     60.83     56.92      6.12 
    29       40.11      2.43319  -0.50929   3.89288  -1.30271        73.94     44.52     33.76      3.01      0.67     60.99     37.81     60.70     78.39      7.27 
    30       41.92      2.23303   0.24405   3.73974  -1.60857        81.66     50.79     41.80      8.88      5.50     55.29     35.04     60.52     72.68      7.09 
    31       30.99      2.18995   0.52647   4.26225   0.25499        58.34     31.23     25.68      0.67     -1.44     60.84     28.99     56.57     46.60      2.44 
    32       35.63      2.27962  -0.22043   3.49461  -0.19544        61.94     35.75     31.40      2.35      5.72     59.96     33.25     59.62     59.99      6.32 
    33       28.32      2.22766   0.78494   4.87593   1.01519        49.34     27.12     22.90      8.93     -5.72     53.93     28.68     53.56     39.25      5.22 
    34       29.76      2.60303  -0.33044   4.93340   0.29567        52.06     28.69     24.16      5.28      0.44     55.61     26.13     54.50     46.78      3.91 
    35       30.13      2.48969   1.11844   4.19030   0.23972        54.94     26.24     21.30      3.44      2.78     58.92     30.90     56.34     42.17      4.32 
    36       26.96      2.87153   1.80209   2.63189   0.66828        52.84     24.47     21.28     -0.35      0.17     52.59     20.23     56.42     37.21      4.73 
    37       31.54      2.70315  -0.06230   4.49456  -0.46128        60.62     33.29     25.50      3.57     -5.06     55.51     28.31     57.71     51.16      4.73 
    38       41.04      2.22300  -1.60160   3.31892  -0.48684        68.42     44.55     34.04     -1.81     -2.72     64.37     42.45     60.07     92.13      8.90 
    39       37.31      2.14994  -1.96306   4.84975  -0.07485        63.80     37.51     26.42      2.61      3.17     55.19     38.50     58.39     82.54      4.98 
    40       43.37      1.96052  -1.34663   4.74833  -0.87944        68.76     49.39     34.96     10.64      0.67     64.23     44.56     61.63     90.42      8.49 
    41       46.13      1.72817  -1.65811   3.14203  -0.68932        78.26     59.45     44.98      2.80      1.11     65.91     51.19     60.59     87.56      9.43 
    42       44.54      1.62457  -2.49809   2.12376   0.46706        66.28     47.83     31.56      2.77      5.50     68.26     60.79     60.59     88.53     13.27 
    43       33.61      1.88739  -2.21238   2.27871   1.78657        48.34     23.63     20.28     -0.80     -0.39     62.41     40.86     58.20     74.96      8.62 
    44       50.00      1.71731  -1.76383   1.14932  -0.92452        91.06     73.56     54.52     19.49      1.00     45.41     39.65     60.20     89.69     25.44 
    45       45.49      1.93855  -0.86143   1.88178  -1.48638        82.90     67.29     56.90     14.91     -0.33     30.41     40.90     60.75     87.24     13.90 
    46       47.17      1.63325  -2.01805   2.47921  -0.83977        83.62     70.36     48.16     10.69     -5.00     55.62     45.16     62.90     86.83     13.31 
    47       47.22      1.92902  -1.77023   3.73090  -1.34885        87.32     65.49     45.20      9.60      5.22     58.43     41.45     61.44     89.36      8.67 
    48       44.46      2.33172  -1.47141   2.59211  -1.30510        76.20     58.32     42.34      2.32      2.33     60.53     41.66     62.82     88.64      9.44 
    49       32.37      1.92696  -2.88968   3.91552  -2.64484        88.08     79.96     63.58     32.27      6.56     -4.64    -11.56     56.22     -1.03     14.31 
    50       41.80      2.12901  -2.26487   3.39665  -2.45160        83.46     77.07     55.94     19.04     -8.78      2.99     25.90     58.91     88.49     15.01 
    51       42.25      2.25371  -1.42804   3.28360  -3.76193        87.50     72.53     67.04     32.72      4.17     -2.23     15.87     47.64     85.53     11.70 
    52       41.03      2.51343  -0.35836   2.43748  -4.64153        91.14     76.71     67.66     29.31      6.83     -9.98     22.79     30.12     88.43      7.30 
    53       41.05      2.34803  -0.38083   3.83289  -3.00329        86.02     64.88     55.72      9.84      8.89      2.46     27.02     57.79     92.50      5.33 
    54       39.82      2.27663  -0.03314   4.18585  -1.94403        78.76     51.63     49.68     -2.03    -10.78     44.71     35.32     62.96     79.09      8.81 
    55       40.67      2.55629   0.85697   3.88485  -2.50115        86.68     51.16     52.88      9.52     -5.33     41.37     32.27     61.30     70.33      6.52 
    56       37.98      2.34201   1.28053   3.57472  -3.54086        86.78     66.16     60.50      7.87      0.50    -10.30     26.36     56.64     79.67      5.61 
    57       39.68      2.22045   2.22930   3.12356  -3.83411        86.54     61.84     65.70     22.40     16.89    -11.31     22.07     51.82     74.30      6.59 
    58       36.25      2.38729   2.06456   2.85596  -3.73484        87.86     65.11     64.12     11.63    -14.72     -9.76     26.94     53.57     74.37      3.40 
    59       37.48      2.29574   2.84114   2.21727  -4.56098        89.10     65.52     73.06     17.87     -3.28     -9.31     23.20     32.35     77.97      8.28 
    60       38.68      2.35291   2.12072   2.52643  -3.58338        87.80     65.64     66.30     13.20      5.67     -8.20     23.35     53.75     73.41      5.84 
    61       38.53      2.47553   3.22428   1.80539  -4.17302        87.32     65.15     70.42     26.32     -2.56     -7.45     22.26     47.21     69.82      6.78 
    62       36.76      2.60616   3.67423   1.33409  -4.59164        87.98     66.35     69.90     21.07     -4.44     -7.73     21.78     37.73     68.43      6.55 
    63       37.40      2.57016   2.44193   1.56004  -4.39866        86.78     64.41     73.50     19.79     -9.33     -9.79     23.16     36.53     82.53      6.44 
    64       36.67      2.44860   3.24108   1.95000  -3.88374        86.92     60.07     60.16     20.77     -2.83     -8.41     24.67     52.23     66.13      7.04 
    65       39.20      2.82013   2.90442   1.84126  -4.61501        85.94     67.27     66.14     29.57      5.00    -11.30     19.54     47.41     75.68      6.75 
    66       37.40      2.77113   3.12674   1.55766  -4.77405        88.84     64.76     66.78     25.20     -5.56     -8.05     23.13     39.27     73.84      5.81 
    67       35.79      2.84283   3.05603   2.62892  -3.95865        85.80     54.68     60.04     12.85      0.67     -5.36     25.56     56.53     62.66      4.47 
    68       34.93      2.97257   3.66402   2.67752  -3.17098        83.10     49.23     52.66      5.68      3.67     23.35     23.13     60.49     45.95      2.04 
    69       33.98      2.89197   3.29220   3.19779  -2.35551        76.92     33.80     37.36     11.76     -5.39     55.07     23.26     62.33     41.88      2.83 
    70       36.55      2.71903   3.04667   2.34805  -3.94401        81.12     60.29     64.02     15.49     -1.56     -9.46     28.35     56.96     65.29      4.99 
    71       36.18      2.87171   2.69588   2.23257  -4.66118        87.30     62.23     64.60     17.25     -9.00     -9.77     19.32     49.96     73.69      6.23 
    72       37.66      2.99795   2.72143   2.37477  -4.84281        85.94     64.24     68.18     19.39     -1.78    -10.82     20.97     48.91     74.90      6.67 
    73       37.42      2.84791   2.65078   2.50918  -4.99863        83.28     65.31     65.48     20.88      1.50     -8.86     20.94     43.46     76.06      6.14 
    74       38.10      2.82290   2.32910   1.89996  -4.26915        83.50     57.95     64.84     23.41      5.28     -9.51     21.62     51.64     74.29      8.01 
    75       37.21      2.88512   2.16751   2.33138  -4.82064        86.74     64.17     61.26     23.89     -3.78    -10.88     21.94     43.66     79.22      5.87 
