constructTestCases(): generating 37 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.3, -0.5, -0.5, 0.3, -0.5, -0.5], [2.3, 0.5, 0.5, 2.3, 0.5, 0.5], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0, 1]
Optimizer(): evals/step: 10
Optimizer(): numParams: 6 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Linear  
MABsolver_config: params: numInputs:  2  2  
MABsolver_config: params: weights:  [  1.300000  0.000000  0.000000  ]  [  0.800000  0.000000  0.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p01w00    p01w01    p01w02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   935       47.86      2.20000   0.00000  -0.30000   0.60000  -0.20000   0.20000        99.20     77.33     73.80      3.73     -8.89      8.70     52.06     61.31     90.43     20.93 
   936       46.28      1.90000  -0.10000  -0.40000   0.60000  -0.30000   0.10000        93.00     74.93     60.60     25.87     -9.44     14.00     38.41     56.44     86.49     22.53 
   937       51.51      1.70000   0.10000  -0.40000   0.50000  -0.30000   0.20000        94.80     76.13     72.80     24.53     17.78      2.40     46.51     56.84     90.20     33.09 
   938       43.78      1.80000   0.10000  -0.30000   0.80000  -0.30000   0.30000        78.20     56.40     57.80     -3.47    -10.00     51.70     42.30     56.22     88.07     20.56 
   939       53.48      1.50000   0.10000  -0.50000   0.80000  -0.20000   0.20000        89.60     75.20     60.20     23.73     10.56     42.20     51.67     68.25     84.54     28.89 
   940       47.87      1.70000   0.20000  -0.30000   0.60000  -0.30000   0.20000        83.20     68.93     74.40     17.07      9.44     29.90     34.29     59.75     83.22     18.52 
   941       45.50      1.80000   0.00000  -0.40000   0.50000  -0.30000   0.30000        98.00     67.07     61.80      9.33     -5.56      3.10     49.29     59.42     93.06     19.51 
   942       46.72      1.90000   0.20000  -0.50000   0.70000  -0.40000   0.30000        78.00     67.60     68.40     36.80    -22.78     30.90     40.48     59.64     88.66     19.51 
   943       47.74      1.80000   0.30000  -0.50000   0.40000  -0.50000   0.20000        98.20     70.93     65.60     27.73    -16.11     14.40     47.38     56.55     92.74     19.94 
   944       46.16      1.90000   0.40000  -0.50000   0.50000  -0.40000   0.30000        75.00     71.73     61.80     25.87     -0.00     23.50     36.75     58.44     84.22     24.32 
   945       44.47      1.90000   0.50000  -0.50000   0.40000  -0.30000   0.40000        92.20     64.53     65.40      6.67     -8.33      6.60     35.56     62.00     93.70     26.42 
   946       47.99      2.00000   0.50000  -0.40000   0.40000  -0.40000   0.50000        85.40     62.67     64.00     25.87     21.67      6.50     34.60     64.11     97.46     17.59 
   947       44.80      1.80000   0.50000  -0.40000   0.30000  -0.30000   0.30000        82.80     77.73     55.60     24.80    -10.56      9.00     44.52     56.55     90.84     16.73 
   948       45.73      1.50000   0.40000  -0.50000   0.30000  -0.30000   0.20000        97.00     74.93     60.60     28.00    -15.00      7.90     42.30     46.58     89.25     25.74 
   949       49.40      1.60000   0.30000  -0.40000   0.50000  -0.10000   0.10000        90.00     69.33     59.20     27.20     25.00     15.50     40.63     58.07     86.12     22.96 
   950       50.17      1.60000   0.10000  -0.50000   0.30000  -0.20000   0.20000        99.40     76.27     51.20     36.00     31.67    -10.70     43.41     56.36     90.20     27.84 
   951       48.98      1.40000   0.20000  -0.40000   0.40000  -0.30000   0.30000        96.40     71.07     82.40     29.33     21.11     -3.40     33.25     53.75     79.68     26.23 
   952       47.53      1.30000   0.10000  -0.30000   0.30000  -0.20000   0.20000       105.20     72.40     76.20      8.53     -3.89      3.40     43.65     48.91     87.03     33.89 
   953       48.49      1.30000   0.20000  -0.40000   0.40000  -0.30000   0.20000        93.80     72.80     68.00     19.47      4.44      9.70     39.84     53.05     95.56     28.21 
   954       52.84      1.40000   0.10000  -0.40000   0.50000  -0.40000   0.10000        85.80     80.00     70.40     12.27     36.11     18.30     42.46     59.89     99.14     24.07 
   955       40.70      1.60000   0.10000  -0.30000   0.30000  -0.50000   0.00000       108.80     69.73     57.40     16.00    -27.22     -0.20     27.78     54.25     85.94     14.51 
   956       49.81      1.60000   0.20000  -0.50000   0.50000  -0.30000   0.20000        88.60     68.40     68.40     40.80     10.56      6.30     47.14     59.05     84.13     24.75 
   957       46.46      1.30000   0.30000  -0.50000   0.50000  -0.40000   0.20000        87.40     67.33     83.40     11.47     -8.33     10.40     45.95     56.25     90.66     20.06 
   958       50.52      1.20000   0.00000  -0.30000   0.50000  -0.40000   0.00000        99.60     82.80     74.60      2.13      1.11     26.50     44.37     62.00     91.52     20.62 
   959       50.44      0.90000   0.10000  -0.40000   0.50000  -0.30000   0.10000        73.80     74.80     94.60     24.80     -5.00     11.20     50.95     49.89     90.16     39.20 
   960       49.12      0.70000   0.20000  -0.30000   0.40000  -0.30000   0.20000        87.60     89.47     92.40     37.33    -31.11     14.00     32.46     42.87     93.56     32.65 
   961       41.15      0.40000   0.30000  -0.30000   0.30000  -0.40000   0.10000        82.60     68.27     75.80     28.53     -1.67     -3.60     30.79     30.47     82.45     17.90 
   962       49.84      0.90000   0.10000  -0.40000   0.60000  -0.30000   0.20000        72.00     77.07     81.00     17.60     10.56     12.00     61.83     51.82     80.32     34.20 
   963       52.70      0.80000   0.20000  -0.40000   0.30000  -0.20000   0.40000        79.00     91.47     77.40     39.73     11.11     12.20     44.60     53.64     87.80     30.00 
   964       53.59      0.90000   0.30000  -0.30000   0.60000  -0.10000   0.30000       107.80     78.53     74.60     30.67      3.89     27.00     44.68     57.60     81.09     30.06 
   965       49.74      1.20000   0.30000  -0.30000   0.50000   0.00000   0.30000        95.00     91.73     78.60     32.80      6.11     -6.10     39.21     49.71     83.72     26.67 
   966       47.04      0.70000   0.20000  -0.20000   0.60000   0.00000   0.40000        98.80     67.07     78.40     -9.60      0.00     28.50     53.49     50.62     79.14     23.95 
   967       48.15      0.70000   0.20000  -0.20000   0.80000  -0.20000   0.30000        79.20     70.27     55.40     22.13     -8.33     33.70     55.95     57.75     87.44     28.02 
   968       47.03      1.10000   0.30000  -0.30000   0.60000  -0.20000   0.30000        93.80     69.73     64.00     26.13    -16.11     12.90     47.62     59.49     84.58     28.15 
   969       46.79      0.70000   0.20000  -0.20000   0.70000  -0.20000   0.40000        91.20     69.47     67.20     -4.53    -16.67     19.60     64.13     55.09     87.76     34.69 
   970       47.67      0.80000   0.40000  -0.30000   0.50000   0.00000   0.20000        89.80     84.27     65.60     22.40     -6.67     10.90     39.84     57.42     82.13     31.05 
   971       49.42      1.10000   0.40000  -0.20000   0.60000  -0.10000   0.30000        79.60     59.73     73.80      8.00     11.67     28.40     51.35     64.98     92.52     24.20 
   972       51.08      0.60000   0.40000  -0.30000   0.70000  -0.20000   0.30000        96.40     79.20     67.00     20.53      1.11     39.40     45.63     46.95     83.45     31.11 
   973       49.24      1.10000   0.20000  -0.40000   0.60000  -0.20000   0.30000        86.00     66.00     74.00     16.53    -16.11     34.00     56.43     57.42     91.93     26.23 
   974       55.31      0.80000   0.20000  -0.20000   0.40000  -0.20000   0.40000        95.00     87.87     82.80     28.80     26.11      9.00     45.79     46.33     92.24     39.14 
   975       50.89      1.00000   0.20000  -0.10000   0.50000  -0.30000   0.30000        92.20     82.40     76.20     36.80     -2.22      4.90     45.40     53.82     85.22     34.20 
   976       54.69      0.90000   0.20000  -0.10000   0.30000  -0.20000   0.40000        84.80     79.47     81.40     33.07     27.78     23.90     44.84     52.73     89.75     29.14 
   977       45.42      1.10000   0.10000   0.00000   0.40000  -0.30000   0.50000        94.40     68.80     82.40      6.40    -22.78     16.40     48.41     53.56     85.62     20.99 
   978       49.89      0.90000   0.20000   0.00000   0.50000  -0.20000   0.50000        74.00     77.47     85.40     20.80      3.33     12.70     46.11     51.53     93.51     34.01 
   979       47.79      1.20000   0.30000   0.00000   0.30000  -0.10000   0.40000        89.40     69.60     82.60     15.20     10.56     -0.10     49.13     46.91     84.08     30.49 
   980       46.70      1.50000   0.40000   0.10000   0.40000   0.00000   0.30000        86.60     74.27     67.40     23.47     -6.67     16.30     39.44     56.40     86.85     22.96 
   981       48.76      1.70000   0.30000   0.20000   0.40000   0.10000   0.30000       103.40     71.33     77.60     19.47     11.11      8.30     40.56     60.98     81.18     13.70 
   982       50.95      1.80000   0.40000   0.20000   0.40000   0.20000   0.40000        80.20     74.80     75.00     22.67     -6.67     37.40     45.87     61.16     96.64     22.47 
   983       40.24      1.50000   0.30000   0.10000   0.30000   0.30000   0.40000        79.20     61.33     75.80     12.27    -16.67      4.40     36.98     46.76     88.21     14.14 
   984       44.55      1.70000   0.50000   0.10000   0.40000   0.30000   0.30000        69.60     67.73     74.80      5.87    -16.67     13.80     51.27     59.38     94.74     25.00 
   985       48.05      1.50000   0.50000   0.10000   0.60000   0.20000   0.40000        99.40     70.93     73.20     25.87    -19.44     27.20     37.86     61.67     91.75     12.10 
   986       50.15      1.50000   0.40000   0.20000   0.70000   0.30000   0.50000        98.60     70.27     70.40     24.00    -16.67     45.60     49.76     64.69     82.36     12.47 
   987       46.35      1.30000   0.30000   0.20000   0.90000   0.20000   0.40000        82.20     68.00     43.60      4.53     -2.78     52.40     46.35     68.98     83.04     17.22 
   988       43.74      1.70000   0.30000   0.30000   0.60000   0.30000   0.40000        91.80     67.87     57.20      9.60    -21.11     15.60     46.67     57.45     95.74     16.60 
   989       49.87      1.60000   0.40000   0.10000   0.80000   0.40000   0.50000        96.60     68.80     60.00      4.53      2.78     51.30     50.87     58.98     90.29     14.57 
   990       50.72      1.60000   0.40000   0.00000   0.70000   0.40000   0.40000        94.20     75.60     70.40     32.80     -8.33     40.30     45.40     53.42     84.31     19.14 
   991       49.20      1.30000   0.40000   0.10000   0.80000   0.50000   0.30000        83.00     65.73     71.40     -3.73     13.33     37.10     50.08     61.93     95.37     17.78 
   992       47.15      1.30000   0.40000   0.20000   0.70000   0.40000   0.30000        78.60     67.07     55.80     33.33      0.56     27.80     46.83     56.65     90.07     14.81 
   993       48.26      1.20000   0.30000   0.10000   0.90000   0.40000   0.40000        83.80     71.73     57.40    -12.53    -16.67     61.90     60.63     65.67     93.47     17.16 
   994       50.59      1.00000   0.20000   0.10000   0.70000   0.40000   0.30000        96.00     67.33     50.40      5.60     30.56     34.10     54.29     56.22     91.11     20.25 
   995       49.25      0.90000   0.10000   0.10000   0.70000   0.30000   0.30000        98.20     68.00     72.60     18.13    -16.11     31.70     55.24     57.53     84.58     22.59 
   996       50.09      1.20000   0.10000   0.20000   1.00000   0.50000   0.20000        90.80     59.33     71.40    -14.67     17.22     56.60     50.08     61.20     90.61     18.33 
   997       45.66      1.20000   0.20000   0.20000   0.90000   0.50000   0.10000        71.00     59.20     54.20     -0.27    -21.11     65.30     53.17     59.85     95.10     20.19 
   998       48.05      1.10000   0.10000   0.30000   0.80000   0.50000   0.30000       100.20     59.07     48.00     13.33    -18.89     50.20     69.29     55.53     79.23     24.57 
   999       50.78      1.30000   0.20000   0.30000   1.00000   0.40000   0.30000        83.20     61.60     47.00     19.73      4.44     84.60     45.00     60.25     89.30     12.72 
  1000       49.12      1.10000   0.30000   0.40000   1.00000   0.50000   0.30000        83.20     52.67     62.00     -0.53     10.56     76.10     43.57     61.35     94.29      8.02 
  1001       44.08      0.90000   0.40000   0.30000   1.30000   0.40000   0.20000        87.60     52.13     54.00      8.00    -18.89     46.20     49.21     60.40     92.43      9.69 
  1002       47.91      1.20000   0.20000   0.40000   1.00000   0.40000   0.40000        98.20     65.87     42.20      9.87     -8.33     56.10     44.05     58.33     96.15     16.67 
  1003       50.22      0.90000   0.20000   0.40000   1.00000   0.40000   0.30000        94.40     55.07     54.00     -9.60     27.78     54.20     52.86     62.62     91.75     19.14 
  1004       47.53      0.70000   0.10000   0.40000   0.80000   0.40000   0.40000        76.00     51.07     64.00     -2.67     17.22     57.10     50.32     59.85     87.44     14.94 
  1005       51.02      0.90000   0.30000   0.40000   1.10000   0.40000   0.30000        88.20     48.27     50.20      6.93     23.89     75.10     58.02     58.91     86.12     14.57 
  1006       48.74      1.10000   0.30000   0.30000   0.90000   0.30000   0.20000        79.60     60.80     55.20     22.13     10.56     40.40     50.32     62.55     90.88     15.00 
  1007       51.63      1.10000   0.20000   0.50000   1.10000   0.50000   0.40000        83.60     58.53     44.80      4.00     25.56     80.10     55.56     55.13     87.94     21.05 
  1008       52.82      1.30000   0.10000   0.40000   1.00000   0.40000   0.40000        84.80     69.33     62.60     14.40     16.67     68.50     44.92     62.07     96.60      8.27 
  1009       51.65      1.10000   0.00000   0.40000   0.80000   0.40000   0.30000        90.60     54.67     71.00     -2.67     31.67     42.20     63.41     58.15     96.10     11.36 
  1010       51.36      0.90000   0.10000   0.40000   0.70000   0.30000   0.20000        97.40     64.93     80.00      4.27      1.67     45.60     57.78     55.13     90.02     16.85 
